"CAMIS","DBA","BORO","BUILDING","STREET","ZIPCODE","PHONE","CUISINE DESCRIPTION","INSPECTION DATE","ACTION","VIOLATION CODE","VIOLATION DESCRIPTION","CRITICAL FLAG","SCORE","GRADE","GRADE DATE","RECORD DATE","INSPECTION TYPE","Latitude","Longitude","Community Board","Council District","Census Tract","BIN","BBL","NTA","Location"
"41166868","SANGRIA TAPAS BAR & RESTAURANT","Queens","95-41","SUTPHIN BOULEVARD","11435","7182917488","Spanish","09/17/2024","Violations were cited in the following area(s).","02G","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.","Critical","35",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.69820373964","-73.80632741268","412","27","020800","4214514","4100270023","QN61","POINT (-73.806327412677 40.698203739637)"
"50126421","BLANK STREET","Brooklyn","75","LAFAYETTE AVENUE","11217","3477279842","Coffee/Tea","09/23/2025","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","13","A","09/23/2025","04/20/2026","Cycle Inspection / Re-inspection","40.68711932003","-73.97529333464","302","35","003300","3058852","3020990086","BK68","POINT (-73.975293334643 40.687119320033)"
"50152114","HAZAR TURKISH KEBAB","Brooklyn","7224","5 AVENUE","11209","7182384080","Turkish","04/02/2025","Violations were cited in the following area(s).","06F","Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.","Critical","74",,,"04/20/2026","Pre-permit (Operational) / Initial Inspection","40.63145853366","-74.0218398144","310","43","013000","3147421","3059090047","BK31","POINT (-74.021839814395 40.631458533662)"
"50087218","POPEYES","Brooklyn","760","NEW LOTS AVENUE","11207","7184271387","Chicken","11/19/2025","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","8","A","11/19/2025","04/20/2026","Cycle Inspection / Initial Inspection","40.66641289498","-73.88259697106","305","42","112000","3097012","3043120010","BK82","POINT (-73.882596971056 40.666412894977)"
"50032620","BAREBURGER","Queens","48-19","VERNON BOULEVARD","11101","5168158243","Hamburgers","01/15/2025","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","18",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.74391012893","-73.95369129769","402","26","000700","4000254","4000440001","QN31","POINT (-73.953691297685 40.743910128927)"
"41337465","CAFE SELECT","Manhattan","212","LAFAYETTE STREET","10012","2129259322","Eastern European","02/27/2023","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","7","A","02/27/2023","04/20/2026","Cycle Inspection / Re-inspection","40.72177468711","-73.99759009525","102","01","004500","1007222","1004820031","MN24","POINT (-73.997590095253 40.721774687105)"
"41235694","STATEN ISLAND DINER","Staten Island","1877","VICTORY BOULEVARD","10314","7182734515","American","08/25/2023","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","13","A","08/25/2023","04/20/2026","Cycle Inspection / Initial Inspection","40.61281144312","-74.12636675731","501","50","015100","5010509","5003730020","SI07","POINT (-74.126366757314 40.612811443117)"
"50124357","DAHLIA COMIDA MEXICANA","Brooklyn","276","KNICKERBOCKER AVENUE","11237","3474760546","Mexican","06/07/2023","Violations were cited in the following area(s).","09C","Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.","Not Critical","7","A","06/07/2023","04/20/2026","Cycle Inspection / Initial Inspection","40.70217402544","-73.92429433177","304","34","042900","3072947","3032090031","BK77","POINT (-73.924294331765 40.702174025438)"
"50109761","DANGOL","Queens","160-30","NORTHERN BOULEVARD","11358","7183534006","Korean","11/14/2025","Violations were cited in the following area(s).","04A","Food Protection Certificate (FPC) not held by manager or supervisor of food operations.","Critical","42",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.76276710837","-73.80520399235","407","20","117100","4120449","4053350064","QN51","POINT (-73.805203992346 40.762767108374)"
"41718673","BAREBURGER","Brooklyn","145149","COURT ST",,"3475296673","Hamburgers","01/08/2024","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.","Critical","52",,,"04/20/2026","Cycle Inspection / Initial Inspection","0","0",,,,,"3",,
"41220219","NEW PEKING RESTAURANT","Bronx","26","EAST  183 STREET","10453","7185633520","Chinese","01/21/2025","Violations were cited in the following area(s).","10G","Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.","Not Critical","17","B","01/21/2025","04/20/2026","Cycle Inspection / Re-inspection","40.85852406817","-73.9032096079","205","14","023900","2014065","2031860063","BX40","POINT (-73.903209607901 40.858524068167)"
"50141271","WONDEREN STROOPWAFFELS","Manhattan","89","EAST   42 STREET","10017","3474760065","Bakery Products/Desserts","09/27/2025","No violations were recorded at the time of this inspection.",,,"Not Applicable","0",,,"04/20/2026","Inter-Agency Task Force / Initial Inspection","40.75209393316","-73.97760435438","105","04","009200","1035381","1012800001","MN19","POINT (-73.977604354379 40.752093933162)"
"50107830","TACO EXPRESS","Queens","251-14","HILLSIDE AVENUE","11426","7184702399","Tex-Mex","12/20/2023","Violations were cited in the following area(s).","19-10","Failure to display required signage about plastic straw availability","Not Critical",,,,"04/20/2026","Administrative Miscellaneous / Re-inspection","40.73560065404","-73.71631122736","413","23","157101","4539489","4086050096","QN43","POINT (-73.716311227357 40.735600654036)"
"50152769","SAE RON","Manhattan","99","STANTON STREET","10002","7187722833","Korean","09/24/2024","Violations were cited in the following area(s).","02G","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.","Critical","29",,,"04/20/2026","Pre-permit (Operational) / Initial Inspection","40.72130748074","-73.98806239714","103","01","003001","1005350","1004110016","MN27","POINT (-73.988062397136 40.721307480737)"
"50123597","VYBES CUISINE","Bronx","1296","EAST GUN HILL ROAD","10469","7187088559","Caribbean","05/16/2024","Violations were cited in the following area(s).","04M","Live roaches in facility's food or non-food area.","Critical","19",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.87182160278","-73.84907946572","211","12","034800","2056078","2045880055","BX31","POINT (-73.849079465719 40.871821602783)"
"50142147","MI BELLA DAMA","Brooklyn","296","KNICKERBOCKER AVENUE","11237","6469865415","Spanish","02/25/2026","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","31",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.70179755425","-73.92363476083","304","34","042900","3073178","3032190029","BK77","POINT (-73.923634760825 40.701797554248)"
"50106761","NARA","Manhattan","76","PEARL STREET","10004","9174324412","Japanese","05/03/2022","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","91",,,"04/20/2026","Pre-permit (Operational) / Initial Inspection","40.70390031088","-74.01033311186","101","01","000900","1000852","1000300003","MN25","POINT (-74.010333111861 40.703900310883)"
"50090780","DON CEVICHE","Manhattan","88","ESSEX STREET","10002","9174121794","Peruvian","06/29/2023","Violations were cited in the following area(s).","10E","Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment","Not Critical","22","B","06/29/2023","04/20/2026","Cycle Inspection / Re-inspection","40.71814005373","-73.98840206641","103","01","001800","1090554","1003527501","MN27","POINT (-73.988402066414 40.718140053728)"
"50147419","BOGATIS","Queens","108-52","ROOSEVELT AVENUE","11368","9298990974","Frozen Desserts","01/30/2025","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","02G","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.","Critical","75",,,"04/20/2026","Pre-permit (Operational) / Compliance Inspection","40.75084755254","-73.85826938485","404","21","040100","4619690","4019967502","QN26","POINT (-73.858269384845 40.750847552535)"
"50001285","Y & B ENTERTAINMENT MANOR","Queens","3509","PRINCE STRRET",,"7188881778","Korean","06/28/2019","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","34",,,"04/20/2026","Cycle Inspection / Initial Inspection","0","0",,,,,"4",,
"50145115","EL RINCONCITO PAISA 2","Queens","198-05","JAMAICA AVENUE","11423","3472087916","Latin American","02/24/2025","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","13","A","02/24/2025","04/20/2026","Cycle Inspection / Initial Inspection","40.71343693422","-73.76104869259","412","23","048400","4222886","4104810042","QN07","POINT (-73.761048692586 40.71343693422)"
"50150638","GG'S HOUSE OF COOK-UP BAR & GRILL","Brooklyn","793","UTICA AVENUE","11203","3476857410","Caribbean","05/21/2024","Violations were cited in the following area(s).","09E","Wash hands sign not posted near or above hand washing sink.","Not Critical","63",,,"04/20/2026","Pre-permit (Non-operational) / Initial Inspection","40.65402915973","-73.9306200763","317","41","086800","3101416","3046560036","BK96","POINT (-73.9306200763 40.65402915973)"
"50141713","KENNEDY FRIED CHICKEN","Bronx","3275","WESTCHESTER AVENUE","10461","6466700783","Chicken","11/01/2023","Violations were cited in the following area(s).","09B","Thawing procedure improper.","Not Critical","40",,,"04/20/2026","Pre-permit (Operational) / Initial Inspection","40.85266074879","-73.82770195598","210","13","030000","2047750","2042490001","BX10","POINT (-73.827701955976 40.85266074879)"
"50068060","TASTE OF PUNJAB","Queens","95-04","VAN WYCK EXPRESSWAY","11419","3473028579","Indian","09/02/2022","Violations were cited in the following area(s).","06C","Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical","23",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.69609093097","-73.81335134656","409","29","015200","4200383","4094820116","QN54","POINT (-73.81335134656 40.696090930974)"
"50120278","OUR NEW PLACE","Manhattan","242","EAST   79 STREET","10075","2122884888","Chinese","04/08/2025","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","10","A","04/08/2025","04/20/2026","Cycle Inspection / Initial Inspection","40.7738427468","-73.95629160647","108","04","013400","1080461","1014330029","MN31","POINT (-73.956291606474 40.773842746802)"
"50116306","DANNY'S GRILL","Queens","73-06","BELL BOULEVARD","11364","7182682568","Barbecue","03/19/2026","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","30",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.74055753946","-73.75817597943","411","23","129103","4439703","4077320050","QN42","POINT (-73.758175979426 40.74055753946)"
"50080112","FUEL RESTAURANT","Brooklyn","7004","3 AVENUE","11209","7182384546","Juice, Smoothies, Fruit Salads","03/15/2024","Violations were cited in the following area(s).","02G","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.","Critical","25","B","03/15/2024","04/20/2026","Cycle Inspection / Re-inspection","40.63474306788","-74.02644542376","310","43","006800","3146334","3058860037","BK31","POINT (-74.026445423759 40.634743067876)"
"50057778","WHITMANS","Manhattan","500","WEST   30 STREET","10001","2128371416","American","10/20/2024","Violations were cited in the following area(s).","06C","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.","Critical","24",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.75211807095","-74.00115858256","104","03","009900","1089862","1007017502","MN13","POINT (-74.001158582559 40.752118070946)"
"50097461","NEW CAMERON BAKERY","Manhattan","242","CANAL STREET","10013","2126609889","Bakery Products/Desserts","05/15/2025","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","26","B","05/15/2025","04/20/2026","Cycle Inspection / Re-inspection","40.71812417148","-74.00012986797","101","01","003100","1002361","1001970025","MN24","POINT (-74.000129867965 40.71812417148)"
"41225436","SACHIKO","Brooklyn","3083","BRIGHTON    1 PLACE","11235","7186485528","Japanese","03/24/2022","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical","13","A","03/24/2022","04/20/2026","Cycle Inspection / Initial Inspection","40.57648566932","-73.9657914413","313","48","036001","3245041","3086830097","BK19","POINT (-73.965791441302 40.576485669318)"
"50151235","FLAME ASIAN BISTRO","Manhattan","100","WEST   82 STREET","10024","2123908876","Japanese","01/15/2026","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","27","Z","01/15/2026","04/20/2026","Cycle Inspection / Re-inspection","40.78406695288","-73.97449168367","107","06","016500","1032052","1012127501","MN12","POINT (-73.974491683665 40.784066952882)"
"50172707","BUTTERFIELD CATERING INC","Queens","29-17","40 AVENUE","11101","2127728782","American","10/24/2025","Violations were cited in the following area(s).","06C","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.","Critical","11","N",,"04/20/2026","Pre-permit (Non-operational) / Initial Inspection","40.75219869207","-73.93537916125","401","26","003100","4623074","4003990034","QN68","POINT (-73.935379161249 40.752198692073)"
"50082009","AMASTERDAM BURGER","Brooklyn","1316","AVENUE J","11230","3475871068","Jewish/Kosher","10/06/2022","Violations were cited in the following area(s).","02A","Time/Temperature Control for Safety (TCS) food not cooked to required minimum internal temperature. • Poultry, poultry parts, ground and comminuted poultry, all stuffing containing poultry, meats, fish or ratites to or above 165 °F for 15 seconds with no interruption of the cooking process  • Ground meat, and food containing ground and comminuted meat, to or above 158 °F for 15 seconds with no interruption of the cooking process, except per individual customer request• Pork, any food containing pork to or above 150 °F for 15 seconds• Mechanically tenderized or injected meats to or above 155 °F.• Whole meat roasts and beef steak to or above required temperature and time except per individual customer request• Raw animal foods cooked in microwave to or above165 °F, covered, rotated or stirred  • All other foods to or above 140 °F for 15 seconds; shell eggs to or above 145 °F for 15 seconds except per individual customer request.","Critical","27",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.62499067423","-73.96299984882","314","44","053400","3179912","3067150007","BK43","POINT (-73.962999848819 40.624990674231)"
"50116358","CHOPT","Manhattan","383","WEST   31 STREET","10001","3322460866","Soups/Salads/Sandwiches","02/17/2026","Violations were cited in the following area(s).","09B","Thawing procedure improper.","Not Critical","4","A","02/17/2026","04/20/2026","Cycle Inspection / Initial Inspection","40.75117383798","-73.99692492743","104","03","010300","1084820","1007557501","MN13","POINT (-73.996924927429 40.751173837979)"
"50095276","PRIVILEGE RESTAURANT & LOUNGE","Queens","184-35","JAMAICA AVENUE","11423","7184139994","Caribbean","02/26/2025","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","13","A","02/26/2025","04/20/2026","Cycle Inspection / Re-inspection","40.70946277356","-73.77474789754","412","23","047000","4212065","4099060047","QN61","POINT (-73.774747897542 40.709462773561)"
"50061022","INDIAN TABLE","Brooklyn","234","COURT STREET","11201","3476893882","Indian","02/17/2023","Violations were cited in the following area(s).","09B","Thawing procedure improper.","Not Critical","45",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.68598000786","-73.99416237527","306","39","004500","3003537","3003120029","BK33","POINT (-73.994162375271 40.685980007855)"
"41180080","WOLFGANG'S STEAKHOUSE","Manhattan","409","GREENWICH STREET","10013","2129250350","Steakhouse","12/04/2025","Violations were cited in the following area(s).","10G","Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.","Not Critical","12","A","12/04/2025","04/20/2026","Cycle Inspection / Initial Inspection","40.72120611308","-74.00996061383","101","01","003900","1002799","1002147504","MN24","POINT (-74.009960613826 40.72120611308)"
"50131913","99 CENTS SUPREME PIZZA","Brooklyn","44","WILLOUGHBY STREET","11201","6464274438","Pizza","02/23/2023","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","46",,,"04/20/2026","Pre-permit (Operational) / Initial Inspection","40.6922100642","-73.98707596693","302","33","001100","3000389","3001510022","BK38","POINT (-73.987075966925 40.692210064197)"
"50106695","YAZHAIFUREN RR","Queens","41-41","KISSENA BOULEVARD","11355","6468810938","Chinese","07/31/2024","Violations were cited in the following area(s).","04F","Food preparation area, food storage area, or other area used by employees or patrons, contaminated by sewage or liquid waste.","Critical","20",,,"04/20/2026","Pre-permit (Operational) / Initial Inspection","40.75791859044","-73.82848941387","407","20","085300","4309526","4050447501","QN22","POINT (-73.828489413868 40.757918590438)"
"50150457","RODEO","Brooklyn","1134","PRESIDENT STREET","11225","6174708618","American","05/31/2024","Violations were cited in the following area(s).","10G","Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.","Not Critical","58",,,"04/20/2026","Pre-permit (Non-operational) / Initial Inspection","40.66817607557","-73.95285010807","309","35","032100","3341925","3012820012","BK63","POINT (-73.952850108066 40.668176075565)"
"50133459","K & Q RESTAURANT","Bronx","706","BURKE AVENUE","10467","9292635588","Chinese","07/31/2023","Violations were cited in the following area(s).","04A","Food Protection Certificate (FPC) not held by manager or supervisor of food operations.","Critical","12","A","07/31/2023","04/20/2026","Pre-permit (Operational) / Re-inspection","40.87142082763","-73.86681224677","212","12","033800","2055558","2045680027","BX07","POINT (-73.866812246773 40.871420827628)"
"50106046","BODY BY BROOKLYN","Brooklyn","275","PARK AVENUE","11205","9176359223","Thai","09/02/2022","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.","Critical","11","A","09/02/2022","04/20/2026","Cycle Inspection / Initial Inspection","40.69600496917","-73.96756185206","302","35","054300","3054140","3018740001","BK99","POINT (-73.967561852056 40.696004969166)"
"50016323","D' MONTAZO RESTAURANT","Brooklyn","216","WYCKOFF AVENUE","11237","7184973978","Latin American","04/06/2023","Violations were cited in the following area(s).","03B","Shellfish not from approved source, not or improperly tagged/labeled; tags not retained for 90 days.","Critical","50",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.70131064194","-73.91432686238","304","37","044100","3075753","3033100039","BK77","POINT (-73.914326862376 40.701310641944)"
"40691110","SAMMY'S FISHBOX","Bronx","41","CITY ISLAND AVENUE","10464","7188850920","Seafood","11/29/2023","Violations were cited in the following area(s).","04M","Live roaches in facility's food or non-food area.","Critical","23",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.83898288426","-73.7834222652","210","13","051600","2081754","2056250037","BX10","POINT (-73.783422265197 40.838982884256)"
"50104077","T-SWIRL CREPE","Queens","39-24","BELL BOULEVARD","11361","6463866895","Pancakes/Waffles","10/30/2023","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.","Critical","22","B","10/30/2023","04/20/2026","Cycle Inspection / Re-inspection","40.76496982587","-73.77172198358","411","19","112300","4137571","4062370118","QN46","POINT (-73.771721983578 40.764969825868)"
"41640238","HONG KONG KITCHEN","Bronx","214","EAST  198 STREET","10458","7183676688","Chinese","08/31/2022","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","12","A","08/31/2022","04/20/2026","Cycle Inspection / Re-inspection","40.86977964939","-73.89036102419","207","15","040302","2017146","2033040126","BX05","POINT (-73.890361024185 40.869779649389)"
"50174582","ONE 4 ONE","Manhattan","141","CHRYSTIE STREET","10002","3024374837","American","10/02/2025","Violations were cited in the following area(s).","06C","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.","Critical","12","N",,"04/20/2026","Pre-permit (Non-operational) / Initial Inspection","40.71965279784","-73.99306994152","103","01","001800","1005664","1004240027","MN27","POINT (-73.993069941518 40.719652797841)"
"40396037","SMILER'S DELI","Manhattan","532","MADISON AVENUE","10022","2126441090","Sandwiches","04/11/2024","Violations were cited in the following area(s).","20-06","Current letter grade or Grade Pending card not posted","Not Critical",,,,"04/20/2026","Administrative Miscellaneous / Initial Inspection","40.76045638847","-73.97370661672","105","04","010200","1035744","1012900015","MN17","POINT (-73.973706616717 40.760456388468)"
"50166564","ESPURRESSO CAT CAFE","Queens","208-03","35 AVENUE","11361","6468985181","Coffee/Tea","03/16/2026","Violations were cited in the following area(s).","06C","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.","Critical","54","N",,"04/20/2026","Pre-permit (Operational) / Initial Inspection","40.76749189871","-73.779966085","411","19","109700","4135652","4060970028","QN46","POINT (-73.779966085 40.767491898707)"
"50099828","E BAR","Manhattan","235","WEST   57 STREET","10019","2128435100","Coffee/Tea","02/10/2023","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","7","A","02/10/2023","04/20/2026","Cycle Inspection / Initial Inspection","40.76631254188","-73.98190275071","105","06","013700","1024900","1010297501","MN17","POINT (-73.981902750705 40.766312541878)"
"50136757","SUPER BOWL GAO","Queens","55-60","60 STREET","11378","7188941234","Chinese","06/13/2023","Violations were cited in the following area(s).","04A","Food Protection Certificate (FPC) not held by manager or supervisor of food operations.","Critical","31",,,"04/20/2026","Pre-permit (Operational) / Initial Inspection","40.72567503898","-73.906127234","405","30","053100","4530836","4026870050","QN30","POINT (-73.906127234003 40.725675038982)"
"41305627","STOP INN RESTAURANT & CAFE","Queens","60-22","ROOSEVELT AVENUE","11377","7187790290","American","08/12/2024","Violations were cited in the following area(s).","02G","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.","Critical","15","B","08/12/2024","04/20/2026","Cycle Inspection / Re-inspection","40.7454988235","-73.90412149819","402","26","025900","4030039","4012930012","QN63","POINT (-73.904121498188 40.745498823498)"
"50103503","VESUVIO BAKERY","Manhattan","160","PRINCE STREET","10012","6468690090","Bakery Products/Desserts","11/16/2023","Violations were cited in the following area(s).","10G","Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.","Not Critical","13","A","11/16/2023","04/20/2026","Cycle Inspection / Initial Inspection","40.725971453","-74.00133491187","102","01","004900","1084916","1005020016","MN24","POINT (-74.001334911865 40.725971453002)"
"50014239","HUNGRY BIRD","Bronx","980","MORRIS AVENUE","10456","9178014900","Indian","06/03/2024","Violations were cited in the following area(s).","04M","Live roaches in facility's food or non-food area.","Critical","33",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.82842774518","-73.91686903143","204","16","017300","2002178","2024320001","BX14","POINT (-73.916869031428 40.828427745178)"
"50117542","BOCCA","Manhattan","39","EAST   19 STREET","10003","2123871200","Italian","04/03/2023","Violations were cited in the following area(s).","06C","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container.  Condiments not in single-service containers or dispensed directly by the vendor.","Critical","26",,,"04/20/2026","Pre-permit (Operational) / Initial Inspection","40.73824555975","-73.989398118","105","02","005200","1016167","1008480028","MN13","POINT (-73.989398117999 40.738245559754)"
"50174913","MAHIM AFRICAN RESTAURANT","Queens","116-59","SUTPHIN BOULEVARD","11434","8453322880","African","09/04/2025","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","18","N",,"04/20/2026","Pre-permit (Non-operational) / Initial Inspection","40.68096377755","-73.79222273622","412","28","027200","4264795","4122030180","QN76","POINT (-73.792222736217 40.680963777551)"
"50129944","TWO BROTHERS FISH & CHIPS","Brooklyn","896","BROADWAY","11206","7184898386","Caribbean","12/18/2024","Violations were cited in the following area(s).","06C","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.","Critical","13","A","12/18/2024","04/20/2026","Cycle Inspection / Re-inspection","40.6979712501","-73.9370367506","303","36","028700","3399392","3015820019","BK35","POINT (-73.937036750598 40.697971250103)"
"50111539","JOE COFFEE","Manhattan","10","SOUTH STREET","10004","2129247400","Coffee/Tea","09/09/2025","Violations were cited in the following area(s).","05D","No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.","Critical","12","A","09/09/2025","04/20/2026","Cycle Inspection / Initial Inspection","40.70168790108","-74.01163112586","101","01","000900","1000003","1000020002","MN25","POINT (-74.011631125861 40.701687901075)"
"50113369","TAMARA'S JAMAICAN RESTAURANT","Brooklyn","2612C","PITKIN AVENUE","11208","3475646895","Caribbean","06/12/2023","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","29",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.67483490253","-73.87575764078","305","42","119400","3094943","3042280017","BK82","POINT (-73.875757640781 40.674834902529)"
"50102800","D'LENNY RESTAURANT","Queens","1028","BEACH   20 STREET","11691","3477277300","Spanish","01/21/2025","Violations were cited in the following area(s).","06C","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.","Critical","39",,,"04/20/2026","Cycle Inspection / Initial Inspection","40.60295893796","-73.75317003371","414","31","101001","4298257","4155610013","QN15","POINT (-73.753170033707 40.602958937961)"
"50010248","CAFE GRUMPY","Manhattan",,"LEXINGTON AVE","10017","2126612198","Coffee/Tea","07/06/2022","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","2","A","07/06/2022","04/20/2026","Cycle Inspection / Initial Inspection",,,,,,,,,
"50124677","THE LITTLE PIG","Brooklyn","497","ATLANTIC AVENUE","11217","7274705266","American","11/07/2025","Violations were cited in the following area(s).","06F","Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.","Critical","9","A","11/07/2025","04/20/2026","Cycle Inspection / Initial Inspection","40.68558613979","-73.98136946984","302","33","003900","3000757","3001790042","BK38","POINT (-73.981369469839 40.685586139793)"
